"customer_id";"first_name";"last_name";"gender";"DOB";"job_title";"job_industry_category";"wealth_segment";"deceased_indicator";"owns_car";"address";"postcode";"state";"country";"property_valuation"
"24";"Kim";"Skpsey";"Female";"1977-12-03";"Research Assistant I";"Argiculture";"Mass Customer";"N";"Yes";"48 Eagan Avenue";"4868";"QLD";"Australia";"4"
"25";"Geoff";"Assaf";"Male";"1976-12-02";"Accounting Assistant III";"Financial Services";"Mass Customer";"N";"Yes";"9 Buell Park";"4116";"QLD";"Australia";"7"
"26";"Trixi";"Ginnelly";"Female";"1978-06-10";"Editor";"Financial Services";"Mass Customer";"N";"Yes";"02663 Buell Parkway";"2519";"New South Wales";"Australia";"11"
"27";"Garvin";"Klees";"Male";"1978-09-25";"Research Nurse";"Health";"Mass Customer";"N";"Yes";"2294 Pleasure Place";"2135";"New South Wales";"Australia";"12"
"28";"Fee";"Zellmer";"Male";"1973-09-30";"Senior Quality Engineer";"Health";"Affluent Customer";"N";"Yes";"2951 Petterle Place";"2756";"New South Wales";"Australia";"9"
"29";"Mona";"Sancraft";"Female";"1968-06-22";"Safety Technician III";"Manufacturing";"Mass Customer";"N";"No";"63 Lukken Drive";"2170";"New South Wales";"Australia";"9"
"30";"Darrick";"Helleckas";"Male";"1961-10-18";"";"IT";"Affluent Customer";"N";"Yes";"833 Luster Way";"4005";"QLD";"Australia";"8"
"31";"Star";"Praton";"Female";"1962-11-24";"Staff Accountant III";"Telecommunications";"High Net Worth";"N";"Yes";"34 Russell Plaza";"4127";"QLD";"Australia";"6"
"32";"Marion";"Vanichkin";"Female";"1995-04-20";"Legal Assistant";"Manufacturing";"Affluent Customer";"N";"No";"78 Del Sol Hill";"2535";"New South Wales";"Australia";"8"
"33";"Ernst";"Hacon";"Male";"1957-06-25";"Product Engineer";"n/a";"Affluent Customer";"N";"Yes";"54 Sage Plaza";"4726";"QLD";"Australia";"1"
"34";"Jephthah";"Bachmann";"U";"1843-12-21";"Legal Assistant";"IT";"Affluent Customer";"N";"No";"90 Lawn Parkway";"4805";"QLD";"Australia";"4"
"35";"Margaretha";"Strettle";"Female";"1963-09-28";"Information Systems Manager";"Health";"High Net Worth";"N";"Yes";"38726 Ilene Crossing";"2212";"New South Wales";"Australia";"10"
"36";"Lurette";"Stonnell";"Female";"1977-11-09";"VP Quality Control";"n/a";"Affluent Customer";"N";"No";"3496 Brown Drive";"2207";"New South Wales";"Australia";"8"
"37";"Laurie";"Dwerryhouse";"Female";"1985-12-22";"Social Worker";"Health";"High Net Worth";"N";"No";"7188 Cody Way";"3350";"VIC";"Australia";"9"
"38";"Cordi";"Merman";"Female";"1955-10-29";"Senior Cost Accountant";"Financial Services";"Affluent Customer";"N";"No";"1 Claremont Park";"3931";"VIC";"Australia";"10"
"39";"Hunfredo";"Smalley";"Male";"1979-04-16";"Assistant Media Planner";"Entertainment";"Mass Customer";"N";"No";"60 Eagan Circle";"4018";"QLD";"Australia";"8"
"40";"Tomasine";"Jerche";"Female";"1981-10-27";"Payment Adjustment Coordinator";"Manufacturing";"Affluent Customer";"N";"No";"89314 Eagle Crest Center";"4670";"QLD";"Australia";"2"
"41";"Basilius";"Coupe";"Male";"1976-04-14";"Food Chemist";"Health";"Mass Customer";"N";"No";"2028 Lakewood Place";"2480";"New South Wales";"Australia";"3"
"42";"Chiquita";"Durnall";"Female";"1977-03-28";"Accountant III";"Manufacturing";"Mass Customer";"N";"No";"70875 Hudson Point";"3212";"VIC";"Australia";"6"
"43";"Indira";"Belt";"Female";"1983-03-01";"Director of Sales";"Retail";"Mass Customer";"N";"No";"543 Killdeer Park";"2322";"New South Wales";"Australia";"4"
"44";"Neron";"Verick";"Male";"1981-10-18";"Assistant Media Planner";"Entertainment";"Affluent Customer";"N";"Yes";"22125 Ramsey Drive";"3198";"VIC";"Australia";"9"
"45";"Trace";"Woodhead";"Male";"1975-09-23";"Senior Financial Analyst";"Financial Services";"Mass Customer";"N";"No";"3107 Calypso Terrace";"2210";"New South Wales";"Australia";"9"
"46";"Kaila";"Allin";"Female";"1972-02-26";"";"n/a";"Affluent Customer";"N";"Yes";"957 Veith Junction";"2047";"New South Wales";"Australia";"10"
"47";"Matthew";"Jeaycock";"Male";"1992-10-22";"Registered Nurse";"Health";"Affluent Customer";"N";"No";"4853 Gulseth Avenue";"4503";"QLD";"Australia";"5"
"48";"Rebbecca";"Casone";"Female";"1975-08-15";"Biostatistician II";"n/a";"Mass Customer";"N";"Yes";"9 Michigan Terrace";"2145";"New South Wales";"Australia";"8"
"49";"Nolly";"Ownsworth";"Male";"1994-01-26";"VP Quality Control";"n/a";"Affluent Customer";"N";"No";"62 Steensland Road";"4350";"QLD";"Australia";"3"
"50";"Whitby";"Schapero";"Male";"1980-10-01";"Account Executive";"Manufacturing";"Mass Customer";"N";"Yes";"6 Homewood Avenue";"2142";"New South Wales";"Australia";"8"
"51";"Fidelio";"Dilke";"Male";"1959-12-05";"Computer Systems Analyst II";"Retail";"Mass Customer";"N";"No";"15 Almo Lane";"2029";"New South Wales";"Australia";"10"
"52";"Curran";"Bentson";"Male";"1988-06-22";"";"Financial Services";"Mass Customer";"N";"Yes";"690 Glacier Hill Circle";"2127";"New South Wales";"Australia";"10"
"53";"Agnella";"Gocke";"Female";"1954-04-18";"Software Test Engineer II";"Financial Services";"Mass Customer";"N";"No";"89787 Village Green Terrace";"4280";"QLD";"Australia";"6"
"54";"Loralyn";"Wonfor";"Femal";"1966-07-24";"Sales Associate";"Property";"Mass Customer";"N";"Yes";"18 Elgar Park";"2166";"New South Wales";"Australia";"9"
"55";"Linc";"Jillions";"Male";"1956-09-24";"Paralegal";"Financial Services";"Affluent Customer";"N";"Yes";"413 Mayer Street";"2046";"New South Wales";"Australia";"9"
"56";"Reese";"Ensor";"Male";"1996-07-04";"VP Sales";"Property";"Mass Customer";"N";"Yes";"39 3rd Drive";"2026";"New South Wales";"Australia";"10"
"57";"Abba";"Masedon";"M";"1988-06-13";"Chief Design Engineer";"n/a";"Mass Customer";"N";"Yes";"44516 Katie Parkway";"2765";"New South Wales";"Australia";"7"
"58";"Dalenna";"Pinnock";"Female";"1967-07-04";"Office Assistant III";"Financial Services";"Affluent Customer";"N";"Yes";"41 Schurz Center";"2749";"New South Wales";"Australia";"8"
"59";"Niki";"Heathcote";"Male";"2000-02-08";"Physical Therapy Assistant";"n/a";"High Net Worth";"N";"No";"68150 Boyd Road";"2745";"New South Wales";"Australia";"9"
"60";"Nadiya";"Champerlen";"Female";"1970-02-04";"";"Manufacturing";"Mass Customer";"N";"No";"11474 Westend Hill";"3752";"VIC";"Australia";"8"
"61";"Kacey";"Rowbottom";"Female";"1959-11-29";"Help Desk Operator";"Property";"High Net Worth";"N";"No";"308 Jana Crossing";"2153";"New South Wales";"Australia";"10"
"62";"Sorcha";"Roggers";"Female";"1979-07-06";"";"IT";"Mass Customer";"N";"Yes";"163 Straubel Trail";"2217";"New South Wales";"Australia";"10"
"63";"Ebony";"Zini";"Female";"1965-07-03";"Senior Quality Engineer";"Retail";"Mass Customer";"N";"Yes";"68294 Clarendon Crossing";"2230";"New South Wales";"Australia";"10"
"64";"Gerek";"Yve";"Male";"1978-03-25";"Legal Assistant";"IT";"High Net Worth";"N";"No";"486 Mariners Cove Plaza";"3046";"VIC";"Australia";"7"
"65";"Yale";"Tanser";"Male";"1976-04-01";"Information Systems Manager";"Financial Services";"Affluent Customer";"N";"Yes";"0322 Dryden Court";"3183";"VIC";"Australia";"7"
"66";"Anselm";"Gawne";"Male";"2002-03-11";"Account Executive";"Argiculture";"High Net Worth";"N";"No";"9 Bonner Road";"2070";"New South Wales";"Australia";"12"
"67";"Vernon";"";"Male";"1960-06-14";"Web Developer II";"Retail";"Mass Customer";"N";"No";"07041 Briar Crest Lane";"2213";"New South Wales";"Australia";"10"
"68";"Dahlia";"Eddoes";"Female";"1974-04-21";"Information Systems Manager";"n/a";"Affluent Customer";"N";"No";"29466 Hanson Pass";"4208";"QLD";"Australia";"6"
"69";"Heidi";"Milner";"Female";"1969-06-22";"Web Developer II";"n/a";"Mass Customer";"N";"No";"0212 Forest Run Trail";"2774";"New South Wales";"Australia";"8"
"70";"Foster";"Vannoort";"Male";"1993-02-27";"Paralegal";"Financial Services";"Affluent Customer";"N";"No";"33055 Menomonie Parkway";"4133";"QLD";"Australia";"8"
"71";"Hoyt";"Glavias";"Male";"1985-01-27";"Research Associate";"Argiculture";"Affluent Customer";"N";"Yes";"4763 Merchant Avenue";"2756";"New South Wales";"Australia";"8"
"72";"Sammy";"Cheese";"Male";"1972-02-13";"Administrative Officer";"Manufacturing";"Affluent Customer";"N";"Yes";"439 Ridgeway Court";"4213";"QLD";"Australia";"9"
"73";"Minette";"Worters";"Female";"1960-05-27";"Teacher";"n/a";"Affluent Customer";"N";"Yes";"2 Clyde Gallagher Lane";"4170";"QLD";"Australia";"5"
"74";"Pansy";"Kiddie";"Female";"1969-06-19";"";"n/a";"Mass Customer";"N";"Yes";"97455 Loeprich Lane";"2153";"New South Wales";"Australia";"9"
"75";"Dollie";"Sealy";"Female";"1978-07-15";"VP Product Management";"Property";"Mass Customer";"N";"No";"9527 Ridgeway Street";"2073";"New South Wales";"Australia";"10"
"76";"Rea";"Hasser";"Female";"1978-01-23";"Statistician II";"Retail";"High Net Worth";"N";"Yes";"7 Jackson Point";"3561";"VIC";"Australia";"1"
"77";"Shermie";"Andrin";"Male";"1989-09-12";"Automation Specialist IV";"Financial Services";"Mass Customer";"N";"No";"74 Anniversary Junction";"2330";"New South Wales";"Australia";"6"
"78";"Arch";"Van der Kruis";"Male";"1985-03-12";"Business Systems Development Analyst";"Argiculture";"Affluent Customer";"N";"No";"2083 Spaight Court";"3977";"VIC";"Australia";"8"
"79";"Tybi";"Silliman";"Female";"1968-10-02";"Account Executive";"Manufacturing";"Mass Customer";"N";"No";"2796 Caliangt Circle";"2204";"New South Wales";"Australia";"12"
"80";"Pablo";"Small";"Male";"1978-04-24";"Data Coordiator";"Entertainment";"Mass Customer";"N";"No";"96061 Ludington Place";"2086";"New South Wales";"Australia";"11"
"81";"Bee";"Blazewicz";"Female";"1986-09-04";"";"Health";"High Net Worth";"N";"No";"5037 Merchant Crossing";"2226";"New South Wales";"Australia";"11"
"82";"Gleda";"Cokely";"Female";"1965-06-28";"Software Test Engineer III";"Property";"High Net Worth";"N";"No";"289 Haas Street";"2075";"New South Wales";"Australia";"11"
"83";"Kerr";"Simmell";"Male";"1967-02-26";"Internal Auditor";"IT";"Mass Customer";"N";"Yes";"4423 Bartelt Parkway";"2038";"New South Wales";"Australia";"12"
"84";"Rich";"Mathiasen";"Male";"1958-02-07";"Accountant III";"n/a";"Mass Customer";"N";"Yes";"5 Grim Center";"2069";"New South Wales";"Australia";"12"
"85";"Kane";"Tixall";"Male";"1958-05-21";"Analyst Programmer";"n/a";"Mass Customer";"N";"No";"73042 Roth Crossing";"2100";"New South Wales";"Australia";"11"
"86";"Job";"Sleney";"Male";"1989-03-04";"Occupational Therapist";"Health";"High Net Worth";"N";"Yes";"171 Fordem Junction";"2233";"New South Wales";"Australia";"10"
"87";"Fields";"Langdon";"Male";"1974-04-23";"Editor";"Financial Services";"Mass Customer";"N";"No";"2640 Manley Point";"2166";"New South Wales";"Australia";"9"
"88";"Malynda";"Tumber";"Female";"1966-02-03";"Help Desk Operator";"Property";"High Net Worth";"N";"Yes";"3 Hintze Pass";"3133";"VIC";"Australia";"10"
"89";"Benedicto";"Hoxey";"Male";"1967-01-22";"Speech Pathologist";"Health";"Mass Customer";"N";"Yes";"2 Mcbride Road";"3070";"VIC";"Australia";"10"
"90";"Cary";"Garron";"Male";"1984-11-12";"Quality Control Specialist";"Manufacturing";"Mass Customer";"N";"No";"67234 Transport Hill";"2777";"New South Wales";"Australia";"7"
"91";"Dylan";"Meaker";"Male";"1955-02-24";"Senior Financial Analyst";"Financial Services";"Affluent Customer";"N";"Yes";"72 Dorton Crossing";"3133";"VIC";"Australia";"10"
"92";"Jodee";"Judkins";"Female";"1980-09-11";"Recruiting Manager";"Health";"Mass Customer";"N";"No";"6 Heffernan Center";"2125";"New South Wales";"Australia";"11"
"93";"Gordon";"Gowar";"Male";"1976-07-16";"Project Manager";"Retail";"Mass Customer";"N";"Yes";"6088 Roxbury Hill";"2766";"New South Wales";"Australia";"8"
"94";"Wallache";"Simchenko";"Male";"1974-08-07";"Civil Engineer";"Manufacturing";"Mass Customer";"N";"No";"105 Shelley Alley";"2209";"New South Wales";"Australia";"10"
"95";"Nomi";"Mallinder";"Female";"1960-12-25";"Software Engineer III";"Manufacturing";"Affluent Customer";"N";"Yes";"079 Merry Park";"2160";"New South Wales";"Australia";"9"
"96";"Heath";"Olford";"Male";"1968-08-31";"Nuclear Power Engineer";"Manufacturing";"Mass Customer";"N";"No";"8722 Summit Alley";"2065";"New South Wales";"Australia";"12"
"97";"Arne";"Corain";"Male";"1979-07-27";"Community Outreach Specialist";"Financial Services";"Mass Customer";"N";"Yes";"9554 Artisan Pass";"2150";"New South Wales";"Australia";"10"
"98";"Allianora";"Babalola";"Female";"1956-03-17";"Safety Technician IV";"Health";"Mass Customer";"N";"No";"55850 Butterfield Road";"2168";"New South Wales";"Australia";"9"
"99";"Reggie";"Mulliner";"Male";"1998-06-13";"VP Accounting";"Financial Services";"Mass Customer";"N";"No";"68 Little Fleur Crossing";"2046";"New South Wales";"Australia";"12"
