"transaction_id";"product_id";"customer_id";"transaction_date";"online_order";"order_status";"brand";"product_line";"product_class";"product_size";"list_price";"standard_cost"
"26";"64";"2596";"10.01.2017";"FALSE";"Approved";"Trek Bicycles";"Standard";"medium";"large";"1469,44";"596,55"
"27";"64";"2666";"11.04.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"medium";"large";"1469,44";"596,55"
"28";"19";"76";"23.12.2017";"FALSE";"Approved";"Trek Bicycles";"Mountain";"low";"medium";"574,64";"459,71"
"29";"72";"3368";"13.10.2017";"TRUE";"Approved";"Norco Bicycles";"Standard";"medium";"medium";"360,4";"270,30"
"30";"91";"1173";"15.03.2017";"FALSE";"Approved";"WeareA2B";"Standard";"low";"medium";"642,31";"513,85"
"31";"88";"2810";"05.09.2017";"TRUE";"Approved";"Norco Bicycles";"Standard";"medium";"medium";"1198,46";"381,10"
"32";"1";"3214";"18.02.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"medium";"1403,5";"954,82"
"33";"25";"1272";"20.03.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"1538,99";"829,65"
"34";"99";"2003";"28.02.2017";"TRUE";"Approved";"Trek Bicycles";"Road";"low";"small";"1720,7";"1531,42"
"35";"0";"2171";"20.08.2017";"FALSE";"Approved";"Norco Bicycles";"Road";"medium";"medium";"544,05";"376,84"
"36";"92";"3356";"07.07.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"small";"1415,01";"1259,36"
"37";"14";"1040";"09.01.2017";"FALSE";"Approved";"Solex";"Standard";"high";"large";"1842,92";"1105,75"
"38";"2";"2916";"06.12.2017";"FALSE";"Approved";"Solex";"Standard";"medium";"medium";"71,49";"53,62"
"39";"12";"427";"12.09.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1231,15";"161,60"
"40";"0";"2448";"28.11.2017";"TRUE";"Approved";"Norco Bicycles";"Road";"medium";"medium";"544,05";"376,84"
"41";"44";"2570";"08.05.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1769,64";"108,76"
"42";"79";"3398";"14.05.2017";"FALSE";"Approved";"Solex";"Touring";"medium";"large";"2083,94";"675,03"
"43";"76";"488";"17.03.2017";"FALSE";"Cancelled";"WeareA2B";"Standard";"low";"medium";"642,31";"513,85"
"44";"46";"165";"22.12.2017";"FALSE";"Approved";"Solex";"Standard";"low";"medium";"1289,85";"74,51"
"45";"55";"2787";"07.06.2017";"TRUE";"Approved";"Trek Bicycles";"Road";"medium";"large";"1894,19";"598,76"
"46";"66";"3053";"20.06.2017";"FALSE";"Approved";"Solex";"Standard";"medium";"medium";"1163,89";"589,27"
"47";"35";"475";"07.05.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"low";"medium";"1057,51";"154,40"
"48";"81";"1305";"10.06.2017";"TRUE";"Approved";"Solex";"Standard";"medium";"medium";"1151,96";"649,49"
"49";"86";"1251";"17.06.2017";"FALSE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"235,63";"125,07"
"50";"32";"3103";"10.05.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"medium";"642,7";"211,37"
"51";"77";"3108";"24.03.2017";"FALSE";"Approved";"Norco Bicycles";"Road";"medium";"large";"1240,31";"795,10"
"52";"96";"857";"27.11.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"1635,3";"993,66"
"53";"6";"3455";"21.12.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"high";"medium";"227,88";"136,73"
"54";"27";"2549";"09.02.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"medium";"medium";"499,53";"388,72"
"55";"0";"3140";"18.09.2017";"FALSE";"Approved";"Norco Bicycles";"Standard";"low";"medium";"363,01";"290,41"
"56";"47";"3406";"14.11.2017";"FALSE";"Approved";"Trek Bicycles";"Road";"low";"small";"1720,7";"1531,42"
"57";"94";"2294";"30.08.2017";"TRUE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"1635,3";"993,66"
"58";"91";"1031";"14.11.2017";"FALSE";"Approved";"Solex";"Standard";"medium";"medium";"100,35";"75,26"
"59";"93";"993";"15.02.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"high";"medium";"1458,17";"874,90"
"60";"60";"3473";"18.12.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"high";"small";"1977,36";"1759,85"
"61";"0";"1839";"24.02.2017";"FALSE";"Approved";"OHM Cycles";"Road";"high";"large";"12,01";"7,21"
"62";"33";"1824";"18.12.2017";"TRUE";"Approved";"Giant Bicycles";"Standard";"medium";"small";"1311,44";"1167,18"
"63";"35";"368";"17.12.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"medium";"1403,5";"954,82"
"64";"0";"2000";"08.07.2017";"FALSE";"Approved";"Trek Bicycles";"Standard";"medium";"medium";"499,53";"388,72"
"65";"28";"825";"16.05.2017";"TRUE";"Approved";"Norco Bicycles";"Standard";"medium";"small";"1216,14";"1082,36"
"66";"86";"3315";"23.02.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"235,63";"125,07"
"67";"2";"75";"03.07.2017";"TRUE";"Approved";"Solex";"Standard";"medium";"medium";"71,49";"53,62"
"68";"4";"1498";"30.09.2017";"TRUE";"Approved";"Giant Bicycles";"Standard";"high";"medium";"1129,13";"677,48"
"69";"38";"1612";"21.10.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"medium";"large";"2091,47";"388,92"
"70";"27";"2192";"06.05.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"medium";"medium";"499,53";"388,72"
"71";"54";"419";"03.01.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1292,84";"13,44"
"72";"77";"3307";"09.05.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1769,64";"108,76"
"73";"22";"2430";"23.07.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"medium";"60,34";"45,26"
"74";"56";"1506";"21.01.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"183,86";"137,90"
"75";"58";"1346";"20.06.2017";"FALSE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"912,52";"141,40"
"76";"22";"927";"10.03.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"medium";"60,34";"45,26"
"77";"50";"763";"02.06.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"small";"175,89";"131,92"
"78";"80";"2397";"07.11.2017";"FALSE";"Approved";"OHM Cycles";"Touring";"low";"medium";"1073,07";"933,84"
"79";"87";"102";"12.09.2017";"TRUE";"Approved";"Giant Bicycles";"Standard";"high";"medium";"1179";"707,40"
"80";"15";"2884";"16.12.2017";"FALSE";"Approved";"Norco Bicycles";"Standard";"low";"medium";"958,74";"748,90"
"81";"84";"759";"07.10.2017";"TRUE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"792,9";"594,68"
"82";"21";"773";"27.04.2017";"TRUE";"Approved";"Solex";"Standard";"medium";"large";"1071,23";"380,74"
"83";"0";"3398";"01.04.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"235,63";"125,07"
"84";"33";"3297";"02.11.2017";"TRUE";"Approved";"Giant Bicycles";"Standard";"medium";"small";"1311,44";"1167,18"
"85";"84";"2434";"13.02.2017";"TRUE";"Approved";"Trek Bicycles";"Road";"medium";"medium";"290,62";"215,14"
"86";"1";"1861";"19.07.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"medium";"1403,5";"954,82"
"87";"27";"1233";"23.05.2017";"FALSE";"Approved";"Trek Bicycles";"Standard";"medium";"medium";"499,53";"388,72"
"88";"31";"1390";"06.08.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"medium";"752,64";"205,36"
"89";"0";"2682";"04.04.2017";"TRUE";"Approved";"OHM Cycles";"Road";"high";"large";"12,01";"7,21"
"90";"62";"439";"15.08.2017";"TRUE";"Approved";"Solex";"Standard";"medium";"medium";"478,16";"298,72"
"91";"17";"1579";"15.04.2017";"TRUE";"Approved";"Solex";"Standard";"high";"medium";"1024,66";"614,80"
"92";"73";"2984";"25.07.2017";"TRUE";"Approved";"Solex";"Standard";"medium";"medium";"1945,43";"333,18"
"93";"33";"3470";"28.11.2017";"TRUE";"Approved";"Giant Bicycles";"Standard";"medium";"small";"1311,44";"1167,18"
"94";"86";"1";"23.12.2017";"FALSE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"235,63";"125,07"
"95";"45";"757";"26.02.2017";"FALSE";"Approved";"Solex";"Standard";"medium";"medium";"441,49";"84,99"
"96";"1";"1778";"21.02.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"medium";"1403,5";"954,82"
"97";"80";"211";"31.05.2017";"TRUE";"Approved";"OHM Cycles";"Touring";"low";"medium";"1073,07";"933,84"
"99";"95";"32";"26.03.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"569,56";"528,43"
"100";"0";"119";"31.07.2017";"FALSE";"Approved";"Solex";"Standard";"medium";"medium";"478,16";"298,72"
"101";"18";"2347";"27.07.2017";"FALSE";"Approved";"Norco Bicycles";"Standard";"high";"medium";"1148,64";"689,18"
"102";"4";"2353";"14.04.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"high";"medium";"1129,13";"677,48"
"103";"33";"788";"12.11.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"small";"1311,44";"1167,18"
"104";"78";"1468";"12.09.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"1765,3";"709,48"
"105";"89";"821";"26.10.2017";"FALSE";"Approved";"WeareA2B";"Touring";"medium";"large";"1362,99";"57,74"
"106";"70";"2489";"15.02.2017";"FALSE";"Approved";"Trek Bicycles";"Standard";"high";"medium";"495,72";"297,43"
"107";"79";"2710";"22.12.2017";"FALSE";"Approved";"Norco Bicycles";"Standard";"medium";"medium";"1555,58";"818,01"
"108";"26";"947";"11.10.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1992,93";"762,63"
"109";"39";"1335";"27.03.2017";"TRUE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"1812,75";"582,48"
"110";"36";"1076";"04.11.2017";"FALSE";"Approved";"Solex";"Standard";"low";"medium";"945,04";"507,58"
"111";"0";"3320";"11.06.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"low";"medium";"71,16";"56,93"
"112";"84";"779";"09.10.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"792,9";"594,68"
"113";"98";"3296";"07.06.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"high";"medium";"358,39";"215,03"
"114";"75";"455";"24.10.2017";"TRUE";"Approved";"Giant Bicycles";"Touring";"medium";"large";"1873,97";"863,95"
"115";"76";"1779";"01.05.2017";"FALSE";"Approved";"WeareA2B";"Standard";"low";"medium";"642,31";"513,85"
"116";"72";"2703";"21.11.2017";"TRUE";"Approved";"Norco Bicycles";"Standard";"medium";"medium";"360,4";"270,30"
"117";"42";"806";"24.03.2017";"FALSE";"Approved";"OHM Cycles";"Road";"medium";"small";"1810";"1610,90"
"118";"20";"22";"21.03.2017";"FALSE";"Approved";"Trek Bicycles";"Standard";"medium";"small";"1775,81";"1580,47"
"119";"64";"1591";"20.02.2017";"FALSE";"Approved";"Trek Bicycles";"Standard";"medium";"large";"1469,44";"596,55"
"120";"0";"678";"16.06.2017";"FALSE";"Approved";"Trek Bicycles";"Standard";"high";"medium";"495,72";"297,43"
"121";"25";"50";"04.12.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"1538,99";"829,65"
"122";"24";"1038";"01.12.2017";"TRUE";"Approved";"Solex";"Road";"medium";"large";"1777,8";"820,78"
"123";"31";"1453";"05.03.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"medium";"752,64";"205,36"
"124";"98";"1339";"21.03.2017";"FALSE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"795,34";"101,58"
"125";"22";"3382";"03.01.2017";"TRUE";"Approved";"Solex";"Standard";"medium";"medium";"575,27";"431,45"
"126";"53";"773";"01.04.2017";"FALSE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"795,34";"101,58"
"127";"84";"2503";"16.03.2017";"TRUE";"Approved";"Trek Bicycles";"Road";"medium";"medium";"290,62";"215,14"
"128";"25";"1057";"26.02.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"1538,99";"829,65"
"129";"50";"1397";"05.06.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"small";"175,89";"131,92"
"130";"44";"2134";"04.09.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1769,64";"108,76"
"131";"96";"2403";"18.01.2017";"TRUE";"Approved";"WeareA2B";"Road";"low";"small";"1172,78";"1043,77"
"132";"12";"1937";"28.09.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1231,15";"161,60"
"133";"93";"1282";"02.09.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1065,03";"230,09"
"134";"78";"2183";"09.05.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"1765,3";"709,48"
"135";"84";"1788";"17.10.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"792,9";"594,68"
"136";"65";"1170";"25.04.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1807,45";"778,69"
"138";"29";"1940";"02.08.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1065,03";"230,09"
"139";"32";"2073";"25.03.2017";"FALSE";"Cancelled";"Giant Bicycles";"Standard";"high";"medium";"1179";"707,40"
"140";"11";"462";"01.01.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"high";"medium";"1274,93";"764,96"
"141";"10";"2728";"22.12.2017";"FALSE";"Approved";"Solex";"Standard";"medium";"medium";"1945,43";"333,18"
"142";"46";"2053";"25.12.2017";"FALSE";"Approved";"Solex";"Standard";"low";"medium";"1289,85";"74,51"
"143";"60";"2135";"26.01.2017";"TRUE";"Approved";"Giant Bicycles";"Standard";"high";"small";"1977,36";"1759,85"
"144";"92";"1217";"20.12.2017";"FALSE";"Approved";"WeareA2B";"Touring";"medium";"large";"1890,39";"260,14"
"145";"7";"2992";"07.06.2017";"TRUE";"Approved";"Trek Bicycles";"Road";"low";"medium";"980,37";"234,43"
"146";"41";"3261";"06.04.2017";"TRUE";"Approved";"Solex";"Road";"medium";"medium";"416,98";"312,74"
"147";"67";"2748";"25.04.2017";"TRUE";"Approved";"Norco Bicycles";"Road";"medium";"medium";"544,05";"376,84"
"148";"14";"3262";"13.01.2017";"FALSE";"Approved";"Trek Bicycles";"Standard";"medium";"small";"1386,84";"1234,29"
"149";"89";"788";"21.03.2017";"FALSE";"Approved";"WeareA2B";"Touring";"medium";"large";"1362,99";"57,74"
"150";"9";"3067";"21.11.2017";"TRUE";"Approved";"OHM Cycles";"Road";"medium";"medium";"742,54";"667,40"
"151";"31";"701";"11.11.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"medium";"230,91";"173,18"
"152";"92";"648";"16.10.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"small";"1415,01";"1259,36"
"153";"37";"3286";"19.08.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"low";"medium";"1793,43";"248,82"
"154";"3";"3383";"06.04.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"medium";"large";"2091,47";"388,92"
"155";"56";"982";"04.11.2017";"TRUE";"Approved";"Norco Bicycles";"Mountain";"low";"small";"688,63";"612,88"
"156";"14";"676";"22.08.2017";"TRUE";"Approved";"Solex";"Standard";"high";"large";"1842,92";"1105,75"
"157";"6";"385";"15.09.2017";"TRUE";"Approved";"Solex";"Standard";"high";"medium";"748,17";"448,90"
"158";"50";"1229";"01.03.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"small";"175,89";"131,92"
"159";"10";"3232";"16.08.2017";"FALSE";"Approved";"WeareA2B";"Touring";"medium";"medium";"1466,68";"363,25"
"161";"69";"2381";"10.07.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"792,9";"594,68"
"162";"78";"371";"11.12.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"1765,3";"709,48"
"163";"80";"2519";"20.05.2017";"TRUE";"Approved";"OHM Cycles";"Touring";"low";"medium";"1073,07";"933,84"
"164";"17";"2264";"30.07.2017";"FALSE";"Approved";"Solex";"Standard";"high";"medium";"1024,66";"614,80"
"165";"3";"2637";"25.10.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"medium";"large";"2091,47";"388,92"
"166";"78";"3262";"27.11.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"1765,3";"709,48"
"168";"87";"2267";"02.02.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"high";"medium";"1179";"707,40"
"169";"97";"456";"02.05.2017";"FALSE";"Approved";"Solex";"Standard";"medium";"large";"202,62";"151,96"
"171";"100";"3121";"22.10.2017";"FALSE";"Approved";"Norco Bicycles";"Road";"medium";"medium";"1036,59";"206,35"
"172";"55";"2365";"11.04.2017";"TRUE";"Approved";"Trek Bicycles";"Road";"medium";"large";"1894,19";"598,76"
"173";"100";"2528";"16.11.2017";"FALSE";"Approved";"Norco Bicycles";"Road";"medium";"medium";"1036,59";"206,35"
"174";"10";"3151";"17.12.2017";"FALSE";"Approved";"WeareA2B";"Touring";"medium";"medium";"1466,68";"363,25"
"175";"25";"3241";"23.12.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"1538,99";"829,65"
"176";"74";"1335";"30.03.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1228,07";"400,91"
"177";"90";"2234";"13.04.2017";"FALSE";"Approved";"Norco Bicycles";"Standard";"low";"medium";"363,01";"290,41"
"178";"56";"3226";"25.07.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"183,86";"137,90"
"179";"62";"1365";"31.01.2017";"FALSE";"Approved";"Solex";"Standard";"medium";"medium";"478,16";"298,72"
"180";"20";"3349";"18.03.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"medium";"small";"1775,81";"1580,47"
"181";"17";"1002";"24.02.2017";"FALSE";"Approved";"Solex";"Standard";"high";"medium";"1024,66";"614,80"
"182";"16";"2282";"18.02.2017";"FALSE";"Approved";"Norco Bicycles";"Standard";"high";"small";"1661,92";"1479,11"
"183";"46";"2656";"07.01.2017";"FALSE";"Approved";"Solex";"Standard";"low";"medium";"1289,85";"74,51"
"184";"71";"2409";"05.07.2017";"TRUE";"Approved";"Solex";"Standard";"high";"large";"1842,92";"1105,75"
"185";"91";"1711";"19.11.2017";"FALSE";"Approved";"WeareA2B";"Standard";"low";"medium";"642,31";"513,85"
"186";"17";"2582";"08.11.2017";"TRUE";"Approved";"Solex";"Standard";"high";"medium";"1024,66";"614,80"
"187";"1";"1005";"24.07.2017";"TRUE";"Approved";"Giant Bicycles";"Touring";"medium";"large";"1873,97";"863,95"
"188";"3";"1597";"15.01.2017";"TRUE";"Approved";"Trek Bicycles";"Standard";"medium";"large";"2091,47";"388,92"
"189";"56";"2713";"12.01.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"183,86";"137,90"
"190";"37";"1435";"27.11.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"low";"medium";"1793,43";"248,82"
"191";"34";"1477";"30.06.2017";"TRUE";"Approved";"Norco Bicycles";"Road";"high";"large";"774,53";"464,72"
"192";"0";"1614";"15.07.2017";"TRUE";"Approved";"Giant Bicycles";"Standard";"medium";"medium";"230,91";"173,18"
"193";"12";"1254";"22.06.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1231,15";"161,60"
"194";"25";"1423";"02.05.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"1538,99";"829,65"
"195";"81";"276";"27.12.2017";"FALSE";"Approved";"Norco Bicycles";"Standard";"medium";"small";"586,45";"521,94"
"196";"19";"1315";"21.12.2017";"TRUE";"Approved";"OHM Cycles";"Road";"high";"large";"12,01";"7,21"
"197";"45";"591";"23.05.2017";"TRUE";"Approved";"Solex";"Standard";"medium";"medium";"441,49";"84,99"
"198";"74";"1017";"02.02.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1762,96";"950,52"
"199";"33";"2123";"08.06.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"small";"1311,44";"1167,18"
"200";"57";"2889";"15.04.2017";"TRUE";"Approved";"WeareA2B";"Touring";"medium";"large";"1890,39";"260,14"
"201";"0";"3208";"05.09.2017";"TRUE";"Approved";"Trek Bicycles";"Road";"medium";"medium";"533,51";"400,13"
"202";"23";"2406";"26.02.2017";"TRUE";"Approved";"Norco Bicycles";"Mountain";"low";"small";"688,63";"612,88"
"203";"67";"2041";"29.07.2017";"FALSE";"Approved";"Norco Bicycles";"Road";"medium";"medium";"544,05";"376,84"
"204";"81";"1598";"03.07.2017";"TRUE";"Approved";"Norco Bicycles";"Standard";"medium";"small";"586,45";"521,94"
"205";"58";"1842";"27.05.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"912,52";"141,40"
"206";"5";"141";"05.05.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"high";"medium";"1129,13";"677,48"
"207";"94";"1321";"09.09.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"1635,3";"993,66"
"208";"51";"183";"21.05.2017";"FALSE";"Approved";"OHM Cycles";"Standard";"high";"medium";"2005,66";"1203,40"
"209";"59";"2591";"22.09.2017";"FALSE";"Approved";"WeareA2B";"Standard";"medium";"small";"1415,01";"1259,36"
"210";"63";"3356";"12.04.2017";"TRUE";"Approved";"Solex";"Standard";"medium";"medium";"1483,2";"99,59"
"211";"40";"766";"07.05.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"high";"medium";"1458,17";"874,90"
"212";"80";"1596";"13.01.2017";"FALSE";"Approved";"Trek Bicycles";"Standard";"medium";"large";"1469,44";"596,55"
"213";"82";"520";"14.12.2017";"FALSE";"Approved";"Norco Bicycles";"Standard";"high";"medium";"1148,64";"689,18"
"214";"46";"868";"22.03.2017";"TRUE";"Approved";"Solex";"Standard";"low";"medium";"1289,85";"74,51"
"215";"78";"2999";"30.09.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"large";"1765,3";"709,48"
"216";"72";"352";"29.11.2017";"TRUE";"Approved";"Norco Bicycles";"Standard";"medium";"medium";"360,4";"270,30"
"217";"75";"1140";"09.06.2017";"FALSE";"Approved";"Giant Bicycles";"Touring";"medium";"large";"1873,97";"863,95"
"218";"40";"621";"21.04.2017";"FALSE";"Approved";"Trek Bicycles";"Road";"medium";"large";"1894,19";"598,76"
"219";"2";"3307";"13.11.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"low";"small";"590,26";"525,33"
"220";"10";"1502";"09.04.2017";"TRUE";"Approved";"WeareA2B";"Touring";"medium";"medium";"1466,68";"363,25"
"221";"35";"936";"08.05.2017";"FALSE";"Approved";"Giant Bicycles";"Standard";"medium";"medium";"1403,5";"954,82"
"222";"8";"939";"08.07.2017";"TRUE";"Approved";"Solex";"Road";"medium";"small";"1703,52";"1516,13"
"223";"2";"2698";"30.11.2017";"FALSE";"Approved";"Giant Bicycles";"Road";"low";"small";"590,26";"525,33"
"224";"69";"579";"25.04.2017";"TRUE";"Approved";"Giant Bicycles";"Road";"medium";"medium";"792,9";"594,68"
"225";"54";"2036";"30.03.2017";"TRUE";"Approved";"WeareA2B";"Standard";"medium";"medium";"1292,84";"13,44"
"226";"8";"3077";"10.03.2017";"FALSE";"Approved";"Solex";"Road";"medium";"small";"1703,52";"1516,13"
"227";"86";"369";"16.03.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"235,63";"125,07"
"228";"13";"821";"04.04.2017";"TRUE";"Approved";"Solex";"Standard";"medium";"medium";"1163,89";"589,27"
"229";"19";"2687";"13.03.2017";"TRUE";"Approved";"Trek Bicycles";"Mountain";"low";"medium";"574,64";"459,71"
"230";"86";"681";"23.12.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"medium";"medium";"235,63";"125,07"
"231";"46";"37";"12.08.2017";"TRUE";"Approved";"OHM Cycles";"Standard";"low";"medium";"1793,43";"248,82"
