"customer_id","first_name","last_name","gender","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","address","postcode","state","country","property_valuation"
34,"Jephthah","Bachmann","U","1843-12-21","Legal Assistant","IT","Affluent Customer","N","No","90 Lawn Parkway",4805,"QLD","Australia",4
35,"Margaretha","Strettle","Female",1963-09-28,"Information Systems Manager","Health","High Net Worth","N","Yes","38726 Ilene Crossing",2212,"New South Wales","Australia",10
36,"Lurette","Stonnell","Female",1977-11-09,"VP Quality Control","n/a","Affluent Customer","N","No","3496 Brown Drive",2207,"New South Wales","Australia",8
37,"Laurie","Dwerryhouse","Female",1985-12-22,"Social Worker","Health","High Net Worth","N","No","7188 Cody Way",3350,"VIC","Australia",9
38,"Cordi","Merman","Female",1955-10-29,"Senior Cost Accountant","Financial Services","Affluent Customer","N","No","1 Claremont Park",3931,"VIC","Australia",10
39,"Hunfredo","Smalley","Male",1979-04-16,"Assistant Media Planner","Entertainment","Mass Customer","N","No","60 Eagan Circle",4018,"QLD","Australia",8
40,"Tomasine","Jerche","Female",1981-10-27,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","N","No","89314 Eagle Crest Center",4670,"QLD","Australia",2
41,"Basilius","Coupe","Male",1976-04-14,"Food Chemist","Health","Mass Customer","N","No","2028 Lakewood Place",2480,"New South Wales","Australia",3
42,"Chiquita","Durnall","Female",1977-03-28,"Accountant III","Manufacturing","Mass Customer","N","No","70875 Hudson Point",3212,"VIC","Australia",6
43,"Indira","Belt","Female",1983-03-01,"Director of Sales","Retail","Mass Customer","N","No","543 Killdeer Park",2322,"New South Wales","Australia",4
44,"Neron","Verick","Male",1981-10-18,"Assistant Media Planner","Entertainment","Affluent Customer","N","Yes","22125 Ramsey Drive",3198,"VIC","Australia",9
45,"Trace","Woodhead","Male",1975-09-23,"Senior Financial Analyst","Financial Services","Mass Customer","N","No","3107 Calypso Terrace",2210,"New South Wales","Australia",9
47,"Matthew","Jeaycock","Male",1992-10-22,"Registered Nurse","Health","Affluent Customer","N","No","4853 Gulseth Avenue",4503,"QLD","Australia",5
48,"Rebbecca","Casone","Female",1975-08-15,"Biostatistician II","n/a","Mass Customer","N","Yes","9 Michigan Terrace",2145,"New South Wales","Australia",8
49,"Nolly","Ownsworth","Male",1994-01-26,"VP Quality Control","n/a","Affluent Customer","N","No","62 Steensland Road",4350,"QLD","Australia",3
50,"Whitby","Schapero","Male",1980-10-01,"Account Executive","Manufacturing","Mass Customer","N","Yes","6 Homewood Avenue",2142,"New South Wales","Australia",8
51,"Fidelio","Dilke","Male",1959-12-05,"Computer Systems Analyst II","Retail","Mass Customer","N","No","15 Almo Lane",2029,"New South Wales","Australia",10
53,"Agnella","Gocke","Female",1954-04-18,"Software Test Engineer II","Financial Services","Mass Customer","N","No","89787 Village Green Terrace",4280,"QLD","Australia",6
